,Name,ID,Age,Nationality,primary_pos,Value
3239,Clinton Mata,208364,24,Angola,RM,4300000
3240,S. Hutchinson,169708,27,England,CB,3800000
3241,R. Rodelin,188397,27,France,RW,4200000
3242,L. Bridcutt,169710,28,Scotland,CM,3600000
3243,H. Medunjanin,177390,32,Bosnia Herzegovina,CM,2300000
3244,Juninho,164079,34,Brazil,CB,1200000
3245,R. Ruiter,189936,30,Netherlands,GK,2600000
3246,L. Hinterseer,200433,26,Austria,RW,5000000
3247,Paulo Machado,164849,31,Portugal,LM,3400000
3248,S. Dubarbier,198386,31,Argentina,LWB,2600000
3249,D. Dwyer,207858,26,United States,ST,4800000
3250,Patrick,208114,26,Brazil,LB,3900000
3251,D. Yedlin,212722,23,United States,RB,4700000
3252,Ailton,220658,22,Brazil,LB,5500000
3253,M. van der Werff,189938,28,Netherlands,CB,3600000
3254,V. Ayala,214771,29,Paraguay,RM,3800000
3255,Heitinho Zanon,230387,33,Brazil,LB,1600000
3256,G. Margreitter,183795,28,Austria,CB,3200000
3257,A. Rosina,137460,33,Italy,ST,2400000
3258,A. Silva,218868,27,Uruguay,RM,4200000
3259,A. Ghazal,212469,25,Egypt,CDM,4100000
3260,A. Federici,164853,32,Australia,GK,2300000
3261,Guilherme,200438,26,Brazil,RM,4700000
3262,A. El-Shenawy,203766,26,Egypt,GK,0
3263,M. Cornet,215798,20,Ivory Coast,LW,6000000
3264,N. Domínguez,216054,27,Argentina,CM,4000000
3265,U. Đurđević,221430,23,Serbia,ST,5500000
3266,C. Lungu,209911,26,Zambia,CDM,4700000
3267,A. Gomis,201976,23,Senegal,GK,4400000
3268,D. Ballega,159992,33,Chile,ST,2500000
3269,R. Green,101880,37,England,GK,270000
3270,Gelson Dala,235512,20,Angola,LM,7000000
3271,I. Sylla,193528,26,Guinea,ST,5000000
3272,A. Anyukov,148217,34,Russia,LB,1100000
3273,A. Esiti,220921,23,Nigeria,CM,4500000
3274,Edinho,164857,34,Portugal,ST,2100000
3275,Paolito Serra,230393,25,Brazil,CB,3500000
3276,G. Vives,178425,36,Italy,CM,550000
3277,A. Kačaniklić,198394,25,Sweden,CAM,4800000
3278,W. Ángel,217082,24,Venezuela,CB,4700000
3279,B. Leitoñez,159994,25,Chile,CM,3500000
3280,Guaita,189690,30,Spain,GK,2600000
3281,T. Carroll,202491,25,England,CDM,5000000
3282,S. Byram,208892,23,England,RM,4500000
3283,M. Cauteruccio,215292,30,Uruguay,RM,3900000
3284,K. Vacek,176636,30,Czech Republic,CDM,3700000
3285,Nuno André Coelho,178684,31,Portugal,CDM,2700000
3286,C. Maidana,187644,30,Argentina,LM,3800000
3287,S. Romero,214781,28,Argentina,ST,4100000
3288,J. Benítez,225021,24,Paraguay,ST,5500000
3289,S. Downing,54013,32,England,RM,3100000
3290,L. Immers,188157,31,Netherlands,CAM,3400000
3291,C. Carmona,188413,30,Chile,CM,3000000
3292,B. Sigurðarson,190461,25,Iceland,RM,5000000
3293,Cafú,218623,24,Portugal,CM,4500000
3294,F. Melchiorri,220671,30,Italy,ST,3900000
3295,Michildo Melo,230399,33,Brazil,RB,1600000
3296,C. Alemán,240896,21,Ecuador,RW,4600000
3297,R. Tapia,220673,21,Peru,CDM,4200000
3298,S. Šćepović,198146,27,Serbia,ST,3600000
3299,F. Midtsjø,198658,23,Norway,CM,4300000
3300,F. Chafik,210434,30,Morocco,RWB,2200000
3301,O. Jonia,160002,25,Chile,ST,3400000
3302,M. Pektemek,188674,28,Turkey,ST,3200000
3303,Vesga,146947,24,Spain,CM,3500000
3304,Ivi,222467,23,Spain,CAM,4400000
3305,E. Kawashima,180739,34,Japan,GK,1300000
3306,L. Memushaj,201220,30,Albania,CM,2900000
3307,Rober Ibáñez,219652,24,Spain,LM,4300000
3308,M. Echeberria,160004,25,Chile,ST,3400000
3309,M. Candelo,176900,40,Colombia,CAM,0
3310,J. Pohjanpalo,220165,22,Finland,ST,4300000
3311,O. Çınar,223749,21,Turkey,RM,4400000
3312,D. Odoi,185349,29,Belgium,RB,2400000
3313,A. Ajdarević,193029,27,Sweden,CAM,3200000
3314,B. Corgnet,200966,30,France,CM,2900000
3315,A. Benali,203782,25,Libya,ST,3900000
3316,V. Ibarbo,204550,27,Colombia,RW,3300000
3317,M. Jahfali,210182,26,Saudi Arabia,CB,3200000
3318,A. Blin,222982,20,France,CM,4700000
3319,M. Bunn,162054,32,England,GK,1800000
3320,Erik Morán,201991,26,Spain,CM,3300000
3321,K. Stuhr-Ellegaard,138247,34,Denmark,GK,1300000
3322,T. Smith,203783,25,England,RB,3300000
3323,H. Aleesami,210695,25,Norway,LM,3100000
3324,Tobias Figueiredo,212231,23,Portugal,CB,3600000
3325,Miltisco Paulino,230407,29,Brazil,CB,2400000
3326,P. Brlek,233223,23,Croatia,CDM,4800000
3327,M. Iturra,176903,33,Chile,CM,1300000
3328,B. Parker,190471,31,South Africa,CAM,2800000
3329,K. Omeruo,207624,23,Nigeria,CB,3700000
3330,G. Bettini,223240,24,Argentina,RB,3600000
3331,L. Parreses,160008,25,Chile,ST,3400000
3332,A. Floro Flores,34824,34,Italy,LW,1600000
3333,Manu Del Moral,146953,33,Spain,CAM,2000000
3334,S. Gashi,177673,28,Albania,CAM,3100000
3335,A. Cordaz,149258,34,Italy,GK,1300000
3336,Toño,138507,37,Spain,GK,210000
3337,J. Cavalli,50955,35,France,CDM,1400000
3338,L. Albertengo,215309,26,Argentina,ST,3900000
3339,B. Fernández,223245,22,Argentina,LW,4600000
3340,D. Lafata,168974,35,Czech Republic,ST,1400000
3341,L. Vilsvik,197391,28,Norway,LB,2500000
3342,T. Melia,200463,31,United States,GK,1900000
3343,M. Pavone,143119,35,Argentina,ST,1400000
3344,A. Aseri,213007,23,Saudi Arabia,CAM,4600000
3345,M. Saito,222991,27,Japan,CAM,3300000
3346,K. Beckerman,36111,35,United States,CM,725000
3347,E. Mulder,183567,28,Netherlands,GK,2500000
3348,K. Karaman,212240,23,Turkey,CAM,4100000
3349,J. Ruddy,163600,30,England,GK,2000000
3350,Lyanco,230672,20,Brazil,CB,4400000
3351,A. Jóhannsson,203793,26,United States,ST,3900000
3352,Unai Garcia,215569,24,Spain,CB,3500000
3353,J. Louis,205330,24,Haiti,LW,4200000
3354,S. Pesyakov,187666,28,Russia,GK,2500000
3355,A. Oğuz,225555,24,Turkey,RWB,3400000
3356,M. Moreno,225811,20,Colombia,ST,4800000
3357,N. Aguirre,215060,26,Argentina,CM,3300000
3358,T. Matavž,181780,28,Slovenia,ST,3200000
3359,Otávinho Vila,230421,33,Brazil,CM,1300000
3360,R. Ghoochannejhad,189717,29,Iran,ST,3100000
3361,M. Liendl,135190,31,Austria,CM,2700000
3362,J. Hoilett,189462,27,Canada,RM,3300000
3363,L. Muñezal,160023,33,Chile,LB,1200000
3364,V. Granat,187415,30,Russia,LB,2300000
3365,T. Kádár,186648,27,Hungary,LB,0
3366,L. Veldwijk,208153,25,South Africa,ST,3900000
3367,T. Hoogland,164633,32,Germany,RB,1800000
3368,Rubem Esteiro,230425,29,Brazil,CM,2400000
3369,D. Kolovetsios,240409,25,Greece,CB,3300000
3370,S. Ujkani,175897,28,Kosovo,GK,2200000
3371,I. Andriatsima,183833,33,Madagascar,ST,2000000
3372,E. Şahin,206106,22,Turkey,LM,4200000
3373,I. Ghaleb,208923,26,Saudi Arabia,CM,3000000
3374,Lee Chang Min,221467,23,Korea Republic,CM,4300000
3375,Borja Mayoral,228635,20,Spain,ST,5500000
3376,M. James,186139,25,England,CM,3800000
3377,G. Vural,186651,29,Turkey,LM,3000000
3378,S. Şahin,143644,36,Turkey,CDM,425000
3379,E. Boateng,224540,21,Ghana,ST,4700000
3380,A. Gaţcan,166940,33,Moldova,CDM,1800000
3381,M. Barrow,207645,24,Gambia,ST,4100000
3382,Timo Triano,230429,33,Brazil,CM,1300000
3383,A. Elmohamady,191005,29,Egypt,RM,2400000
3384,R. Gikiewicz,194333,29,Poland,GK,2100000
3385,André Sousa,205598,26,Portugal,CDM,3300000
3386,G. Silva,220702,23,Uruguay,LB,3500000
3387,G. Naballoz,160030,33,Chile,LWB,1200000
3388,Daniel Ayala,194334,26,Spain,CB,2700000
3389,S. Vittor,219167,28,Argentina,CB,2800000
3390,O. Norwood,186143,26,Northern Ireland,CM,3200000
3391,J. Senparabia,160032,25,Chile,LB,2700000
3392,Y. Kobayashi,232736,25,Japan,CDM,3900000
3393,Aridane,189472,28,Spain,CB,2900000
3394,E. Mathoho,205857,27,South Africa,CB,3000000
3395,B. Touré,209698,25,Mali,CM,3400000
3396,Pimentiscinho,230434,29,Brazil,CAM,2400000
3397,B. Pavard,226851,21,France,LB,3900000
3398,A. Yahia,53027,35,Tunisia,CB,725000
3399,Marco Paixão,194083,32,Portugal,ST,2500000
3400,E. Goldaniga,223524,23,Italy,CB,3700000
3401,H. Bedimo,150565,33,Cameroon,LB,1200000
3402,T. Castagne,222501,21,Belgium,RB,3700000
3403,K. Vassiljev,182053,32,Estonia,CAM,2400000
3404,André Claro,216102,26,Portugal,LW,3800000
3405,N. Mihajlović,240166,21,Serbia,LW,4400000
3406,M. Kramer,184614,28,Netherlands,ST,3200000
3407,Pedro López,157479,33,Spain,RM,1200000
3408,L. Rose,199464,25,France,CB,3400000
3409,P. Helland,183336,27,Norway,RW,3300000
3410,J. Šural,189480,27,Czech Republic,LW,3300000
3411,Carlos David,193064,31,Spain,CB,2100000
3412,D. Riascos,204841,31,Colombia,RW,2800000
3413,F. Barrientos,207657,25,Argentina,CM,4100000
3414,K. Hämäläinen,159017,30,Finland,CAM,2900000
3415,J. Oyarcan,160041,33,Chile,RB,1200000
3416,E. Kachunga,201514,25,DR Congo,ST,3900000
3417,Diego Galo,219690,33,Brazil,CB,1300000
3418,E. Ponce,220715,20,Argentina,ST,4700000
3419,A. Candelo,160043,25,Chile,RM,2700000
3420,G. Pegolo,106795,36,Italy,GK,425000
3421,Rômulo Calsede,234028,29,Brazil,ST,3100000
3422,S. Ricuelme,160045,33,Chile,RM,1200000
3423,Aarón Ñíguez,183853,28,Spain,RM,3100000
3424,D. Buitrago,227886,26,Colombia,CAM,3900000
3425,H. Westermann,52270,33,Germany,CB,1300000
3426,R. Thelander,209711,25,Denmark,CB,2800000
3427,C. Berra,156975,32,Scotland,CB,1800000
3428,P. Utaka,151856,33,Nigeria,ST,2000000
3429,Porphirinho,230448,29,Brazil,CM,2400000
3430,J. Rhodes,184624,27,Scotland,ST,3300000
3431,G. Núñez,204337,29,Argentina,LM,3000000
3432,Embarba,219953,25,Spain,CAM,3900000
3433,R. Aarons,222513,21,England,LM,4400000
3434,Bruno Santos,226865,24,Brazil,RB,3500000
3435,E. Lamanna,190769,27,Italy,GK,2500000
3436,K. Kusk,201266,25,Denmark,RM,3700000
3437,O. Pérez,139058,36,Argentina,CAM,1000000
3438,J. Swift,211506,22,England,CAM,4200000
3439,F. Iturrado,160050,29,Chile,CB,2400000
3440,Nuno Santos,227890,22,Portugal,RW,4400000
3441,A. Farnerud,45874,33,Sweden,CDM,1800000
3442,M. Boland,189490,30,Germany,CDM,2900000
3443,N. Benezet,202035,26,France,RM,3700000
3444,J. Bahebeck,202547,24,France,LW,4000000
3445,C. Marshall,152883,32,United States,CB,1800000
3446,J. Hegeler,189235,29,Germany,CM,2400000
3447,Rubén,146996,33,Spain,GK,1600000
3448,R. Palladino,159284,33,Italy,ST,1900000
3449,Alessinito,230452,33,Brazil,RM,1300000
3450,Y. El Ghanassy,190516,26,Belgium,RM,3300000
3451,Portillo,193844,27,Spain,ST,3600000
3452,Joan Jordán,224309,22,Spain,CDM,4100000
3453,T. Phibel,179509,31,France,CB,2100000
3454,E. Cubildas,160054,33,Chile,CB,1300000
3455,L. Martínez,231478,19,Argentina,RM,6500000
3456,Jonathan Cafú,223543,25,Brazil,ST,3700000
3457,R. Latorres,160055,25,Chile,RB,2800000
3458,Álex Remiro,227127,22,Spain,GK,3800000
3459,M. Mancienne,171831,29,England,CDM,2400000
3460,J. Galván,226616,25,Argentina,CDM,3600000
3461,M. Capuano,201529,25,Italy,LB,3400000
3462,A. Henríquez,206649,34,Colombia,CB,950000
3463,T. Lawrence,211513,23,Wales,ST,4300000
3464,P. Tschauner,158777,31,Germany,GK,1900000
3465,E. Hernández,187705,30,Mexico,LB,2200000
3466,M. Saunier,193081,27,France,CB,2900000
3467,S. Koroki,191547,30,Japan,ST,3000000
3468,Pires,199228,36,Portugal,ST,1100000
3469,C. Medjani,139836,32,Algeria,CDM,1800000
3470,M. Makola,211260,31,South Africa,CM,2700000
3471,R. De Laet,175932,28,Belgium,LB,2500000
3472,Balliu,203581,25,Spain,RB,3400000
3473,J. Zimmer,216381,23,Germany,LM,3400000
3474,Afonso Figueiredo,223293,24,Portugal,LB,3400000
3475,N. Aguileda,160061,29,Chile,CB,2400000
3476,Ivo Rodrigues,226877,22,Portugal,RM,4300000
3477,Leordinho Paes,230461,29,Brazil,RM,3000000
3478,M. Meli,215358,25,Argentina,RM,3900000
3479,N. Pépé,226110,22,Ivory Coast,ST,4600000
3480,Maikel Mesa,215615,26,Spain,RM,3700000
3481,A. Perosas,160063,29,Chile,CB,2400000
3482,G. Kačar,186687,30,Serbia,CB,2300000
3483,H. Henao,208960,30,Colombia,CDM,2300000
3484,N. Gorosito,234816,28,Argentina,CB,2800000
3485,M. Estigarribia,188992,29,Paraguay,LM,3000000
3486,N. Ghilas,209473,27,Algeria,ST,3300000
3487,D. Murphy,149825,34,Republic of Ireland,ST,1600000
3488,L. Dimata,231745,19,Belgium,ST,5500000
3489,T. Bruns,202050,25,Netherlands,CM,3800000
3490,Adriano Facchini,205122,34,Brazil,GK,1300000
3491,J. Al Hussien,209218,34,Syria,CM,1600000
3492,A. Callens,211522,25,Peru,CB,3600000
3493,Ricardo Valente,226626,26,Portugal,ST,3700000
3494,T. Minamino,226627,22,Japan,LW,4400000
3495,Vanderlei Cõembra,230211,33,Brazil,LB,1300000
3496,B. Nuytinck,193091,27,Netherlands,CB,2900000
3497,C. Gytkjær,201285,27,Denmark,ST,3600000
3498,Yun Young Sun,199238,28,Korea Republic,CB,2500000
3499,Róber,213063,22,Spain,CDM,4200000
3500,V. Găman,155463,28,Romania,CB,2500000
3501,M. Arguinarena,160071,29,Chile,CB,2400000
3502,C. Jerome,165191,30,England,ST,3000000
3503,Hao Junmin,182343,30,China PR,CAM,0
3504,J. Rodríguez,223816,23,Uruguay,ST,4400000
3505,A. Romero Gamarra,226376,22,Argentina,RM,5000000
3506,T. Jurić,213321,25,Australia,ST,4000000
3507,N. Maksimović,239433,22,Serbia,CAM,4900000
3508,D. Cacia,45129,33,Italy,ST,2000000
3509,R. Žulj,201290,25,Austria,ST,4000000
3510,A. Cadavid,209738,31,Colombia,CB,2100000
3511,João Afonso,223818,27,Portugal,CB,2900000
3512,J. Spector,162890,31,United States,CB,2100000
3513,A. Ounas,231242,20,Algeria,LM,5000000
3514,S. Ireland,170570,30,Republic of Ireland,CM,2900000
3515,Estevão Candeira,230219,25,Brazil,CB,2800000
3516,A. Faurlín,153164,30,Argentina,CM,2300000
3517,C. Campestrini,158540,37,Argentina,GK,210000
3518,H. Harbaoui,186444,32,Tunisia,ST,2500000
3519,Javi Guerra,139597,35,Spain,ST,1400000
3520,A. Mena,223053,29,Ecuador,RM,3000000
3521,Rubén Duarte,226637,21,Spain,LB,3600000
3522,P. Karlsson,176717,31,Sweden,CB,2100000
3523,Jairinhazo,230478,29,Brazil,CM,3000000
3524,P. Arajuuri,198479,29,Finland,CB,2400000
3525,Álex Fernández,199247,24,Spain,CM,3500000
3526,Y. Bodiger,224591,22,France,CM,3700000
3527,Jessé Ledeiro,230479,29,Brazil,ST,3000000
3528,Gonçalo,189775,30,Portugal,CDM,2300000
3529,Dídac Vilà,191055,28,Spain,LB,2500000
3530,T. Xhaka,199504,26,Albania,CDM,3100000
3531,M. Gajos,210000,26,Poland,CAM,3800000
3532,Markel Bergara,155984,31,Spain,CDM,2700000
3533,Douglas Armeira,236112,25,Brazil,RB,2700000
3534,J. Rozalas,160081,33,Chile,CM,1300000
3535,C. Espinoza,226385,22,Argentina,LM,5000000
3536,Paulo Henrique,184401,28,Brazil,LW,3200000
3537,L. Reyes,234578,26,Mexico,LB,3200000
3538,P. Kone,172882,29,Greece,CDM,3000000
3539,R. Jérez,214355,31,Guatemala,GK,1900000
3540,Domingos Duarte,234835,22,Portugal,CB,3900000
3541,M. Robak,176211,34,Poland,ST,1600000
3542,D. Pavelka,203604,26,Czech Republic,CM,3200000
3543,I. Bosquedo,160084,29,Chile,CM,2400000
3544,Adrián Burnabão,230484,33,Brazil,ST,1900000
3545,J. Fernández,202069,29,Argentina,LB,3000000
3546,L. Desábato,142677,38,Argentina,CB,425000
3547,D. Dueña,160085,33,Chile,CM,1300000
3548,P. Gouano,204886,23,France,CB,4200000
3549,C. Domínguez,225878,22,Paraguay,RM,4400000
3550,B. Safari,163670,32,Sweden,CB,1700000
3551,W. Lautoa,199511,29,New Caledonia,CB,2400000
3552,A. Ndour,215383,23,Senegal,CB,3400000
3553,Kenedy,215639,21,Brazil,LB,4800000
3554,M. Moralez,183895,30,Argentina,LW,2900000
3555,L. Spalvis,216408,22,Lithuania,ST,4900000
3556,G. Čaušić,224600,25,Serbia,CDM,4100000
3557,A. Collin,184664,31,France,CB,2100000
3558,Ismael,213337,22,Brazil,CM,4300000
3559,L. Boyé,222041,21,Argentina,LW,5000000
3560,S. Griesbeck,222553,26,Germany,CM,3000000
3561,B. Cespeda,160089,29,Chile,CAM,2400000
3562,A. Diaby,202330,26,Mali,RW,3700000
3563,G. Denis,142938,35,Argentina,ST,1400000
3564,A. Cragno,205659,23,Italy,GK,3800000
3565,I. Uche,146011,33,Nigeria,ST,2000000
3566,R. Ovelar,176475,31,Paraguay,ST,2800000
3567,L. Jiménez,209756,28,Colombia,CB,2800000
3568,Luciano,212060,24,Brazil,CAM,4200000
3569,N. Çürüksu,223324,32,Turkey,CB,1800000
3570,J. Gillet,105308,38,Belgium,GK,210000
3571,A. Grünwald,183644,28,Austria,CM,3100000
3572,S. Clucas,193884,26,England,CDM,3700000
3573,Claiton,199517,32,Brazil,CB,1800000
3574,J. Lewis,156253,29,England,GK,2100000
3575,F. de Jong,228702,20,Netherlands,CDM,5000000
3576,G. Ndy Assembe,183391,31,Cameroon,GK,1900000
3577,B. Hrgota,209504,24,Sweden,LM,4300000
3578,F. Ricci,220513,23,Italy,LW,4600000
3579,Castro,225121,22,Spain,CAM,4300000
3580,G. Espinoza,205410,27,Chile,CDM,3500000
3581,R. Labral,160098,29,Chile,CM,2400000
3582,Nuno Henrique,203619,30,Portugal,CB,2300000
3583,J. Mattheij,203875,24,Netherlands,CB,3300000
3584,I. Jiménez,186979,27,Mexico,RB,2600000
3585,Carlos Hernández,211556,26,Spain,CB,3200000
3586,A. Pandaña,160100,33,Chile,RM,1300000
3587,J. Torres Nilo,167524,29,Mexico,LB,2400000
3588,R. Métanire,199781,27,France,RB,2900000
3589,João Schmidt,210533,24,Brazil,LB,4200000
3590,F. Barba,211557,23,Italy,CB,3700000
3591,A. Silva,214373,33,Paraguay,GK,0
3592,B. Megyeri,199526,27,Hungary,GK,2500000
3593,E. Gorodov,203622,31,Russia,GK,1900000
3594,G. Bong,177766,29,Cameroon,LB,2400000
3595,E. Jakupović,52326,32,Switzerland,GK,1800000
3596,L. Ardente,184422,35,Argentina,GK,725000
3597,J. Shackell,139368,33,England,CB,1300000
3598,D. Andrade,214376,26,Colombia,LB,3200000
3599,L. Tomlin,172904,28,England,LM,3100000
3600,D. Kaiser,201066,28,Germany,RM,3100000
3601,I. Parraz,160106,29,Chile,RM,3000000
3602,D. Stotskiy,227690,27,Russia,RWB,2900000
3603,Zé Manuel,223339,26,Portugal,RM,3400000
3604,M. Fenger,192363,26,Denmark,CB,3100000
3605,L. Robles,179820,33,United States,GK,1600000
3606,O. Hurmacı,178029,30,Turkey,LM,2900000
3607,G. Shinnie,200302,25,Scotland,LB,3200000
3608,N. Onuoha,164462,30,England,CB,2300000
3609,B. Ecuélé Manga,188270,28,Gabon,CB,2500000
3610,M. Morrison,188782,29,England,CB,2400000
3611,Vitolo,146288,33,Spain,CM,1300000
3612,F. Aguilar,214384,24,Colombia,CB,4200000
3613,M. Bruno,203633,23,Belgium,CAM,4100000
3614,Filipe Ferreira,215665,26,Portugal,LB,3000000
3615,Clayton Fildeiras,230257,33,Brazil,CM,1900000
3616,E. Soto,168561,36,Colombia,CDM,975000
3617,Y. Kermorgant,170353,35,France,ST,1400000
3618,R. Majewski,179569,30,Poland,CM,2900000
3619,Lillo,189553,28,Spain,RWB,2500000
3620,C. Wickham,191089,24,England,ST,4100000
3621,Bruno Uvini,200818,26,Brazil,CB,3000000
3622,A. Rebić,220018,23,Croatia,LW,4200000
3623,K. Németh,182130,28,Hungary,CAM,3200000
3624,K. Dolly,225139,24,South Africa,LM,4100000
3625,R. Lamah,163187,29,Belgium,LW,3000000
3626,Juliano Mascarinhas,230259,33,Brazil,CDM,1300000
3627,Y. Andreu,190579,28,France,RB,2500000
3628,Elsinho,211060,27,Brazil,RM,2600000
3629,Paulao Junqueiras,230516,29,Brazil,ST,3100000
3630,M. Akanji,229237,21,Switzerland,CB,4700000
3631,G. Achilier,204406,32,Ecuador,CB,1800000
3632,T. Savanier,205686,25,France,CDM,3800000
3633,Verza,142454,30,Spain,CM,2300000
3634,N. Mukiele,226166,19,France,CB,4500000
3635,D. Di Gennaro,183414,29,Italy,CM,3000000
3636,A. Forshaw,193910,25,England,CDM,3700000
3637,W. Camacho,215159,31,Uruguay,CAM,2700000
3638,T. Buffel,156535,36,Belgium,LM,1000000
3639,Xisco,164471,31,Spain,ST,2800000
3640,Roderick Miranda,193143,26,Portugal,CB,3200000
3641,F. Meza,214136,25,Colombia,CB,3400000
3642,Philipe Sampaio,224376,22,Brazil,CB,3700000
3643,Marco Baixinho,229496,27,Portugal,CDM,2900000
3644,D. Banguero,214393,27,Colombia,LB,2900000
3645,B. Valdez,228729,24,Paraguay,RB,3500000
3646,Nilsito Vilela,230521,29,Brazil,CAM,3100000
3647,A. Khubulov,199290,26,Russia,LM,3700000
3648,D. Brivio,106874,29,Italy,LB,2400000
3649,A. Morales,202107,27,United States,CDM,3500000
3650,S. Longo,208251,25,Italy,ST,4100000
3651,C. Pinares,218747,26,Chile,CM,0
3652,L. Klostermann,222331,21,Germany,RB,4900000
3653,B. Dunavante,160123,29,Chile,CM,3000000
3654,Torrejón,173179,31,Spain,CB,2100000
3655,N. Leiva,221564,20,Spain,RW,4800000
3656,Zhang Xizhe,221820,26,China PR,CM,0
3657,João Bruiñeira,230525,29,Brazil,GK,2100000
3658,Manuel da Costa,177533,31,Morocco,CB,2100000
3659,Crislan,224126,25,Brazil,ST,4100000
3660,G. Fofana,234622,24,France,CM,3600000
3661,M. Goicoechea,211327,29,Uruguay,GK,2100000
3662,J. Onomah,222079,20,England,CM,7000000
3663,R. Jenssen,177279,29,Norway,CDM,3000000
3664,A. Pérez,221312,23,Colombia,CB,3700000
3665,Chong Te Se,181120,33,Korea DPR,ST,2000000
3666,A. Nukan,200065,23,Turkey,CB,3700000
3667,M. Odubajo,202113,23,England,RB,3700000
3668,E. Arango,221313,23,Colombia,LM,4300000
3669,R. Casirón,160129,33,Chile,ST,1900000
3670,N. Bertolo,177537,31,Argentina,RM,2700000
3671,D. Aleksić,190593,26,Serbia,ST,3800000
3672,J. Murillo,228738,21,Venezuela,RM,4800000
3673,Y. Bammou,223875,25,Morocco,CAM,4000000
3674,F. Lecarnado,160131,33,Chile,LM,1900000
3675,D. Kourmpelis,208260,23,Greece,CB,3500000
3676,C. McManaman,190852,26,England,RW,3700000
3677,Moreira,3974,35,Portugal,GK,725000
3678,Carleto Costinha,230278,25,Brazil,RM,3400000
3679,O. Čelůstka,188038,28,Czech Republic,CB,2500000
3680,Rodolfo,135303,34,Brazil,CM,950000
3681,P. Álvarez,158088,33,Argentina,RB,1200000
3682,G. Boyd,179592,31,Scotland,RM,2700000
3683,M. Kosanović,200073,27,Serbia,CB,3000000
3684,S. Naismith,163209,30,Scotland,LM,2900000
3685,Mauro Riboas,230281,25,Brazil,CAM,3400000
3686,B. Balaj,199563,26,Albania,ST,3900000
3687,De Tomás,210315,22,Spain,ST,4300000
3688,M. Rits,191627,23,Belgium,CDM,4100000
3689,B. Cristante,208268,22,Italy,CDM,4900000
3690,M. Kadlec,167308,32,Czech Republic,LB,1800000
3691,Edgar Costa,194956,30,Portugal,LW,2900000
3692,D. Zakaria,229261,20,Switzerland,CDM,7000000
3693,Y. Gordillo,214158,25,Colombia,CM,3600000
3694,Rafael Defendi,224655,33,Brazil,GK,1600000
3695,W. Brama,178319,30,Netherlands,CDM,2300000
3696,P. Mogilevets,211088,24,Russia,CDM,4200000
3697,A. Mina,225680,26,Ecuador,CB,3100000
3698,Alex,198033,25,Portugal,RW,3700000
3699,T. Didillon,219793,21,France,GK,3900000
3700,Santi da Bruma,230289,33,Brazil,RM,2000000
3701,J. Sánchez,199570,27,Mexico,RM,2600000
3702,D. Selke,212626,22,Germany,ST,5000000
3703,M. Maignan,215698,21,France,GK,3500000
3704,B. Pedretti,41874,36,France,CM,425000
3705,J. Henry,183442,28,England,CAM,3100000
3706,Thiago Alminxa,230291,25,Brazil,RM,3400000
3707,Guedes,190356,30,Portugal,ST,3000000
3708,B. Marshall,193172,25,England,RB,3900000
3709,M. Møller Dæhli,201877,22,Norway,CAM,4200000
3710,D. Rodríguez,214933,28,Argentina,GK,2600000
3711,Douglas,193429,26,Brazil,RM,2600000
3712,Z. Bakkali,208790,21,Belgium,LM,4400000
3713,M. Malyshev,229526,24,Ukraine,CM,3600000
3714,M. Gajić,229782,21,Serbia,RB,3600000
