,Name,ID,Age,Nationality,Overall,Potential,primary_pos
2340,Miguel Rosa,192635,28,Portugal,74,74,ST
2341,Walace,222844,22,Brazil,74,82,CM
2342,Albentosa,207997,28,Spain,74,75,CB
2343,M. Locatelli,222077,19,Italy,74,86,CDM
2344,V. Vasin,187517,28,Russia,74,75,CB
2345,C. Obasi,164478,31,Nigeria,74,74,ST
2346,D. Percidino,160127,33,Chile,74,74,RM
2347,C. Despredal,160128,33,Chile,74,74,LM
2348,Kauã Abranches,230272,33,Brazil,74,74,RB
2349,H. Seferović,193408,25,Switzerland,74,78,ST
2350,Z. Gera,137089,38,Hungary,74,74,CAM
2351,Chema Rodríguez,219777,25,Spain,74,79,CB
2352,C. Ninga,231041,24,Chad,74,79,LM
2353,R. Sobhi,233601,20,Egypt,74,85,RM
2354,T. Bifouma,202882,25,Congo,74,78,ST
2355,A. Masina,225410,23,Italy,74,79,LB
2356,D. Schwaab,183426,28,Germany,74,74,CB
2357,V. Bessat,184706,31,France,74,74,LB
2358,M. Ostrzolek,202115,27,Germany,74,74,CDM
2359,A. Naranjeda,160132,33,Chile,74,74,LM
2360,Nicolás Formido,230276,29,Brazil,74,74,CM
2361,E. Cerutti,219525,25,Argentina,74,77,ST
2362,Pablo Hernández,179591,32,Spain,74,74,RM
2363,J. Johansson,181383,27,Sweden,74,75,CM
2364,A. Semenov,211592,28,Russia,74,75,CB
2365,R. De Paul,212616,23,Argentina,74,82,LM
2366,Kuca,223624,27,Cape Verde,74,74,RM
2367,Ramalho,189576,24,Spain,74,80,RB
2368,Kléber,191625,27,Brazil,74,75,ST
2369,Ewerton,205194,28,Brazil,74,74,CB
2370,J. Gustaldo,160138,25,Chile,74,74,ST
2371,C. Bovo,105866,34,Italy,74,74,CB
2372,Dani Pacheco,188554,26,Spain,74,75,LM
2373,D. Aogo,164491,30,Germany,74,74,CDM
2374,M. Meñarez,160140,25,Chile,74,74,ST
2375,S. Ristovski,205965,25,FYR Macedonia,74,77,RM
2376,Rafael,192397,27,Brazil,74,77,GK
2377,Sérgio Oliveira,198031,25,Portugal,74,79,CDM
2378,Diego,201103,29,Brazil,74,74,LM
2379,O. Dramé,205711,24,France,74,77,LW
2380,K. Lamprou,199568,25,Greece,74,75,GK
2381,M. Janko,138384,34,Austria,74,74,ST
2382,I. Tsallagov,199057,26,Russia,74,76,CDM
2383,I. Santini,208017,28,Croatia,74,74,ST
2384,C. Sortomayrés,160146,25,Chile,74,74,ST
2385,V. Ignatiev,192146,30,Russia,74,74,RM
2386,Ryder,201363,24,Brazil,74,78,ST
2387,Zainadine,217235,29,Mozambique,74,74,CB
2388,A. Traoré,178323,28,Burkina Faso,74,74,LM
2389,Álex Martínez,202646,26,Spain,74,75,LB
2390,M. Larrondo,184982,28,Chile,74,74,ST
2391,A. Iwobi,213655,21,Nigeria,74,85,LM
2392,C. Salcedo,212888,23,Mexico,74,80,CB
2393,M. Leitner,200857,24,Germany,74,77,RM
2394,T. Baumgartl,223641,21,Germany,74,83,CB
2395,J. Urretaviscaya,189338,27,Uruguay,74,74,LW
2396,L. Melgarejo,204699,26,Paraguay,74,74,LM
2397,Gonçalo Guedes,224411,20,Portugal,74,82,LM
2398,J. Ortiz,165787,33,Argentina,74,74,CDM
2399,A. Plata,216476,26,Colombia,74,77,ST
2400,L. Ulloa,165788,30,Argentina,74,74,ST
2401,E. Room,189084,28,Curacao,74,75,GK
2402,T. Usami,191388,25,Japan,74,77,ST
2403,Fábio Espinho,193692,31,Portugal,74,74,CAM
2404,Fábio Cardoso,213917,23,Portugal,74,82,CB
2405,Hélder Barbosa,176029,30,Portugal,74,74,CAM
2406,S. Amrabat,224158,20,Morocco,74,83,CM
2407,R. Mora,202911,29,Uruguay,74,74,ST
2408,R. Botta,215199,27,Argentina,74,74,CAM
2409,A. Ndiaye Diedhiou,233631,20,Senegal,74,87,CAM
2410,A. Adomah,186783,29,Ghana,74,74,LM
2411,Nélson Lenho,193695,33,Portugal,74,74,LB
2412,L. Mchedlidze,186272,27,Georgia,74,75,ST
2413,A. Soumaoro,200353,25,France,74,79,CB
2414,S. Bergwijn,225953,19,Netherlands,74,84,LW
2415,J. Forlín,183969,29,Argentina,74,74,CB
2416,L. Traoré,199074,27,Ivory Coast,74,75,ST
2417,T. Kalas,201122,24,Czech Republic,74,79,RB
2418,Aitor Sanz,142499,32,Spain,74,74,CAM
2419,J. Fernandes,209827,28,Chile,74,74,RW
2420,T. Touré,222883,23,Ivory Coast,74,79,ST
2421,M. Langerak,182435,28,Australia,74,75,GK
2422,S. Johansen,187043,26,Norway,74,77,CDM
2423,Tiago Pinto,194979,29,Portugal,74,74,LB
2424,P. Gallese,225701,27,Peru,74,76,GK
2425,M. Mevlja,216742,27,Slovenia,74,77,CDM
2426,Kim Shin Wook,191910,29,Korea Republic,74,74,ST
2427,N. Taylor,173735,28,Wales,74,74,LB
2428,U. Demirok,178600,28,Turkey,74,74,CB
2429,D. Stephens,182184,28,England,74,74,CM
2430,T. Matlaba,207785,29,South Africa,74,74,CM
2431,Merino,225193,21,Spain,74,84,CM
2432,Marc Roca,235945,20,Spain,74,85,CM
2433,J. Rodwell,183465,26,England,74,76,CM
2434,Mauro,203434,26,Brazil,74,76,CDM
2435,D. Biseswar,178090,29,Netherlands,74,74,LM
2436,Y. Al Shahrani,210603,25,Saudi Arabia,74,75,RB
2437,M. Škriniar,232363,22,Slovakia,74,81,CB
2438,S. Privat,187051,27,France,74,74,ST
2439,Júnior Caiçara,192427,28,Brazil,74,74,RM
2440,G. Sara,215212,29,Argentina,74,74,GK
2441,A. Ríos,190636,28,Mexico,74,74,CM
2442,O. Tannane,208045,23,Morocco,74,79,CAM
2443,R. Ribagaso,159917,29,Chile,74,74,LB
2444,I. Armaş,190637,29,Moldova,74,74,LB
2445,F. Cacciatore,188334,30,Italy,74,74,LB
2446,R. van Rhijn,200111,26,Netherlands,74,76,RB
2447,F. Bastians,170159,29,Germany,74,74,LB
2448,Victorino Magela,230320,29,Brazil,74,74,GK
2449,J. Troisi,172208,28,Australia,74,74,CAM
2450,K. Kamara,176048,32,Sierra Leone,74,74,ST
2451,M. Çağıran,199601,24,Turkey,74,79,CM
2452,K. Nababkin,167601,30,Russia,74,74,RB
2453,G. Lo Celso,226226,21,Argentina,74,86,CM
2454,M. Diakhaby,230578,20,France,74,82,CB
2455,F. Moubandje,198067,27,Switzerland,74,75,LB
2456,G. Karadeniz,143283,37,Turkey,74,74,ST
2457,T. Al Jassam,168883,32,Saudi Arabia,74,74,CAM
2458,M. Heller,179891,31,Germany,74,74,RM
2459,V. Pajot,198836,26,France,74,74,CDM
2460,D. Bocanegra,214196,30,Colombia,74,74,RB
2461,W. Hahn,222900,25,Netherlands,74,79,GK
2462,Adrianiscito,230324,25,Brazil,74,74,GK
2463,D. Stracqualursi,206005,29,Argentina,74,74,ST
2464,B. Castro,109493,34,Belgium,74,74,GK
2465,J. Forrest,200630,25,Scotland,74,75,RM
2466,O. Onazi,202934,24,Nigeria,74,77,CM
2467,T. Strakosha,212151,22,Albania,74,84,GK
2468,C. Söyüncü,232119,21,Turkey,74,84,CB
2469,K. Reichel,158394,30,Germany,74,74,LWB
2470,Bebé,166074,26,Portugal,74,74,RM
2471,M. Wagué,205243,26,Mali,74,77,CB
2472,M. Galvarado,159931,25,Chile,74,74,RM
2473,K. Tierney,226491,20,Scotland,74,85,CB
2474,N. Kebano,202940,25,DR Congo,74,77,CAM
2475,M. Salcatorini,160188,33,Chile,74,74,CAM
2476,Dentinho,186556,28,Brazil,74,74,CAM
2477,L. Romagnoli,142781,36,Argentina,74,74,RM
2478,D. Croce,137406,34,Italy,74,74,CM
2479,A. Jelverado,159934,33,Chile,74,74,CB
2480,Mikel Rico,146111,32,Spain,74,74,CM
2481,D. Stockdale,182207,31,England,74,74,GK
2482,José Ángel,190143,27,Spain,74,74,LB
2483,V. Stoyanov,200896,30,Bulgaria,74,74,GK
2484,P. Ketlun,159936,25,Chile,74,74,CB
2485,K. Großkreutz,188352,28,Germany,74,74,LB
2486,M. Demir,143809,25,Turkey,74,76,CAM
2487,D. Lezcano,204226,27,Paraguay,74,75,ST
2488,K. Panchenko,209346,27,Russia,74,75,ST
2489,J. Puncheon,152514,31,England,74,74,LM
2490,G. Cimirot,230850,24,Bosnia Herzegovina,74,77,CDM
2491,R. Morrison,201155,24,England,74,78,CM
2492,K. Moncora,159939,25,Chile,74,74,CDM
2493,Padilhisco,230339,25,Brazil,74,74,LM
2494,L. Christodoulopoulos,178115,30,Greece,74,74,RM
2495,R. Olsen,207557,27,Sweden,74,76,GK
2496,L. Depoitre,212933,28,Belgium,74,74,ST
2497,A. Bedoya,191173,30,United States,74,74,RM
2498,J. Tarkowski,202695,24,England,74,79,CDM
2499,A. Romao,159175,33,Togo,74,74,CB
2500,D. McCarty,176071,30,United States,74,74,CM
2501,S. Aziz,189127,26,Turkey,74,77,CB
2502,M. Sau,188616,29,Italy,74,74,ST
2503,J. Schieber,190664,28,Germany,74,74,ST
2504,M. Ødegaard,222665,18,Norway,74,86,CAM
2505,Fábio Sturgeon,217802,23,Portugal,74,78,ST
2506,Z. Kuzmanović,168650,29,Serbia,74,74,CDM
2507,F. Jara,198347,28,Argentina,74,74,ST
2508,Gabrìel,201931,24,Brazil,74,80,GK
2509,M. Oikonomou,216523,24,Greece,74,78,CB
2510,Juanpe,192715,26,Spain,74,78,CB
2511,A. Niane,212428,24,Mali,74,76,ST
2512,D. Diekmeier,189388,27,Germany,74,75,RB
2513,G. Burdisso,200653,28,Argentina,74,74,CB
2514,Rodrigo Ely,202445,23,Brazil,74,78,CB
2515,M. Benítez,214989,23,Argentina,74,81,RM
2516,R. Salin,150477,32,France,74,74,GK
2517,H. Balta,166093,34,Turkey,74,74,LB
2518,J. Herrera,174542,36,Chile,74,74,GK
2519,J. van Aken,216271,23,Netherlands,74,79,CB
2520,G. Jourdren,163791,31,France,74,74,GK
2521,Y. Yazıcı,231887,20,Turkey,74,82,LM
2522,M. Velázquez,142800,36,Argentina,74,74,CB
2523,D. Marshall,140498,32,Scotland,74,74,GK
2524,Jesus Andradaldo,230354,25,Brazil,74,74,RB
2525,P. Mpoku,187858,25,DR Congo,74,76,ST
2526,M. Peñazco,159958,33,Chile,74,74,CM
2527,A. Çamdalı,183769,33,Turkey,74,74,CDM
2528,J. Ikoko,210394,23,DR Congo,74,79,LB
2529,M. Dmitrović,227290,25,Serbia,74,77,GK
2530,S. Aluko,173530,28,Nigeria,74,74,ST
2531,P. Max,212187,23,Germany,74,78,LM
2532,L. Quiñones,214491,26,Colombia,74,75,CAM
2533,F. Uribe,202460,29,Colombia,74,74,ST
2534,G. Suleziano,159964,25,Chile,74,74,CM
2535,J. Féret,163804,34,France,74,74,CM
2536,Yeom Ki Hun,176348,34,Korea Republic,74,74,LM
2537,A. Cubas,222429,21,Argentina,74,84,CM
2538,E. Ünal,223197,20,Turkey,74,84,ST
2539,Léo Matos,158942,31,Brazil,74,74,RM
2540,I. Obradović,191198,28,Serbia,74,74,LWB
2541,F. Kainz,195038,24,Austria,74,78,ST
2542,J. Lascelles,203487,23,England,74,81,CB
2543,B. Białkowski,155871,29,Poland,74,74,GK
2544,J. Guerredero,159968,25,Chile,74,74,CAM
2545,Oier,190432,31,Spain,74,74,CM
2546,I. Novoseltsev,223457,25,Russia,74,77,LB
2547,A. Koné,122849,33,Ivory Coast,74,74,LM
2548,M. Díaz,189153,26,Argentina,74,75,CAM
2549,P. Sisto,212196,22,Denmark,74,83,RW
2550,A. Selikhov,213732,23,Russia,74,80,GK
2551,M. Jensen,172517,29,Denmark,74,74,CM
2552,Feng Xiaoting,175589,31,China PR,74,74,CB
2553,J. Fuenzalida,196069,32,Chile,74,74,RB
2554,M. Leye,177126,34,Senegal,74,74,ST
2555,Lee Jae Sung,221671,24,Korea Republic,74,79,CM
2556,G. Whelan,163303,33,Republic of Ireland,74,74,CM
2557,Y. Jouffre,137960,32,France,74,74,CAM
2558,O. Colley,226536,24,Gambia,74,80,CB
2559,A. Desenda,159977,29,Chile,74,74,RM
2560,Y. Gouffran,156650,31,France,74,74,RM
2561,Juan Villar,192490,29,Spain,74,74,RW
2562,K. Waston,216811,29,Costa Rica,74,74,CB
2563,M. Jedinák,181483,32,Australia,74,74,CM
2564,J. Méndez,167661,32,Argentina,74,74,CDM
2565,R. Cohade,112365,32,France,74,74,CM
2566,L. Pocrnjic,143598,35,Argentina,74,74,GK
2567,S. Uçan,216814,23,Turkey,74,81,CAM
2568,Bobô,152814,32,Brazil,74,74,ST
2569,J. Meram,202223,28,Iraq,74,74,ST
2570,N. Stanciu,212207,24,Romania,74,80,CAM
2571,G. Gutierrez,159983,25,Chile,74,74,LM
2572,E. Gülüm,125167,30,Turkey,74,74,CB
2573,F. Grillitsch,228336,21,Austria,74,80,RM
2574,Deivid,199409,28,Spain,74,75,CB
2575,V. Albarado,159985,29,Chile,74,74,CM
2576,M. Peybernès,195313,26,France,74,76,CB
2577,D. González,214770,29,Argentina,74,74,CDM
2578,D. Luckassen,224242,21,Netherlands,74,81,RB
2579,F. Peluso,178418,33,Italy,74,74,CB
2580,L. Pionnier,120306,35,France,74,74,GK
2581,R. Cota,186098,29,Mexico,74,74,GK
2582,P. Lasne,192242,28,France,74,74,CM
2583,M. Samassa,190195,27,Mali,74,75,GK
2584,A. Rebrov,148212,33,Russia,74,74,GK
2585,M. Simon,216820,21,Nigeria,74,81,LM
2586,Bruno Gama,164852,29,Portugal,74,74,LM
2587,Fidel,189172,27,Spain,74,74,LM
2588,A. Yusupov,192756,27,Russia,74,74,CDM
2589,Ricardo Esgaio,212213,24,Portugal,74,78,LB
2590,Édundo Oliveira,230389,25,Brazil,74,74,CB
2591,F. Ricca,232437,22,Uruguay,74,82,LB
2592,David Simón,204278,27,Spain,74,75,RB
2593,H. Milić,191990,28,Croatia,74,74,LM
2594,A. Rusnák,210423,22,Slovakia,74,79,CAM
2595,D. Ndong,218359,23,Gabon,74,81,CM
2596,Ricardo,157687,36,Cape Verde,74,74,CB
2597,Djalma,184823,30,Angola,74,74,LM
2598,A. Ragusa,198136,27,Italy,74,74,LW
2599,Y. Mollo,183800,27,France,74,74,ST
2600,M. Dawson,120312,33,England,74,74,CB
2601,Tozé,212729,24,Portugal,74,79,LM
2602,D. Padelli,162297,31,Italy,74,74,GK
2603,M. Richards,169721,29,England,74,74,RB
2604,D. Tošić,176377,32,Serbia,74,74,LB
2605,T. Serero,202746,27,South Africa,74,75,CDM
2606,Pere Pons,211706,24,Spain,74,80,CM
2607,T. Sparv,164858,30,Finland,74,74,CDM
2608,J. Hogg,183546,28,England,74,74,CM
2609,V. Manceau,189946,27,France,74,74,RB
2610,A. Djiku,212219,22,France,74,80,CB
2611,Sergio Sánchez,178171,31,Spain,74,74,CB
2612,Medrán,212476,23,Spain,74,80,CAM
2613,K. Molino,217852,27,Trinidad & Tobago,74,75,RM
2614,Enaldo Toxeto,230397,29,Brazil,74,74,CB
2615,Y. Cahuzac,167933,32,France,74,74,CM
2616,Elustondo,172285,30,Spain,74,74,CM
2617,J. Schmid,201982,27,France,74,74,LM
2618,Moi Gómez,206590,23,Spain,74,80,CAM
2619,C. Samba,46590,33,Congo,74,74,CB
2620,Edmilson Junior,228352,22,Brazil,73,79,RM
2621,S. Wuytens,188416,27,Belgium,73,74,CDM
2622,M. Mohammadi,233218,23,Iran,73,80,LWB
2623,Laure,188930,32,Spain,73,73,RWB
2624,D. Ousted,162052,32,Denmark,73,73,GK
2625,T. Ndoro,229124,29,Zimbabwe,73,73,ST
2626,J. Zmrhal,236548,23,Czech Republic,73,78,RM
2627,H. Lansbury,186116,26,England,73,76,CAM
2628,D. Yurchenko,187652,31,Russia,73,73,GK
2629,Wu Lei,221445,25,China PR,73,76,ST
2630,Gabriel Boschilia,221701,21,Brazil,73,83,CAM
2631,J. Stanislas,189446,27,England,73,73,LM
2632,Richarlison,231943,20,Brazil,73,85,CAM
2633,M. Wilson,166919,29,Republic of Ireland,73,73,LB
2634,S. Palitsevich,187655,27,Belarus,73,73,CB
2635,O. Assaidi,188935,28,Morocco,73,73,RM
2636,J. Maclaren,212232,23,Australia,73,77,ST
2637,G. Letizia,216072,27,Italy,73,74,RM
2638,G. Friend,188168,29,England,73,73,LB
2639,D. Pérez,215049,28,Argentina,73,73,LB
2640,M. Pasqual,154634,35,Italy,73,73,LM
2641,M. Morishige,222986,30,Japan,73,73,CB
2642,I. Mboyo,192778,30,Belgium,73,73,ST
2643,S. Holmén,156683,33,Sweden,73,73,CM
2644,Brenito Duarte,230411,33,Brazil,73,73,CB
2645,Carlos Ponck,232459,22,Cape Verde,73,80,CDM
2646,O. Ustari,167435,30,Argentina,73,73,GK
2647,P. Kasami,197900,25,Switzerland,73,75,CAM
2648,L. Pasciuti,216076,27,Italy,73,73,LM
2649,Nano,221452,22,Spain,73,80,LM
2650,Braga,8205,34,Portugal,73,73,CAM
2651,M. Miazga,215565,21,United States,73,82,CB
2652,De las Cuevas,173325,31,Spain,73,73,LM
2653,K. Havertz,235790,18,Germany,73,88,ST
2654,S. Rybalka,241166,27,Ukraine,73,76,CDM
2655,G. Makaridze,190734,27,Georgia,73,73,GK
2656,Johnathan,192270,27,Brazil,73,73,ST
2657,B. Kayal,193550,29,Israel,73,73,CM
2658,Kim Bo Kyung,199183,27,Korea Republic,73,73,CM
2659,M. Gregoritsch,199439,23,Austria,73,79,RM
2660,M. Michel,209423,25,France,73,77,GK
2661,A. Di Gaudio,216079,27,Italy,73,73,LM
2662,A. Johansson,23823,35,Sweden,73,73,CB
2663,N. Acevedo,223247,28,Argentina,73,73,CM
2664,K. Ansarifard,197136,27,Iran,73,74,ST
2665,D. Bessa,208144,24,Italy,73,77,RW
2666,C. Carbonero,215056,26,Colombia,73,74,RM
2667,Naranjo,215568,22,Spain,73,79,LM
2668,J. Lucero,223248,25,Argentina,73,75,ST
2669,D. Calabria,228881,20,Italy,73,83,RB
2670,Douglas,188177,29,Netherlands,73,73,CB
2671,S. Vergini,204050,28,Argentina,73,74,CB
2672,Cifuentes,213010,26,Spain,73,76,RM
2673,M. Nakamba,222994,23,Zimbabwe,73,79,CM
2674,K. Nakamura,180754,36,Japan,73,73,CDM
2675,M. Rocora,160019,29,Chile,73,73,GK
2676,O. Rybka,179475,30,Ukraine,73,73,GK
2677,M. Vejinović,189715,27,Netherlands,73,74,CDM
2678,M. Al Sahlawi,208916,30,Saudi Arabia,73,73,ST
2679,F. Ceccherini,210964,25,Italy,73,78,CB
2680,Pietrson Mendes,230420,33,Brazil,73,73,ST
2681,H. Donadell,160021,33,Chile,73,73,GK
2682,V. Nogueira,184085,29,France,73,73,CDM
2683,L. Siligardi,188949,29,Italy,73,73,LM
2684,K. Laifis,234774,24,Cyprus,73,78,LM
2685,D. Appiah,199191,25,France,73,76,RB
2686,R. Gauld,208919,21,Scotland,73,84,CM
2687,Rafael Martins,200984,28,Brazil,73,73,ST
2688,C. Löwe,203544,28,Germany,73,73,LB
2689,J. Furch,215064,27,Argentina,73,73,ST
2690,R. Pasveer,162328,33,Netherlands,73,73,GK
2691,S. Siani,175896,30,Cameroon,73,73,CDM
2692,F. Tabanou,188696,28,France,73,73,LW
2693,F. Silva,203801,31,Chile,73,73,CDM
2694,S. Gümüş,225305,23,Turkey,73,79,RM
2695,S. Muwashar,210202,28,Saudi Arabia,73,73,RM
2696,Jaim Abra,230170,25,Brazil,73,73,GK
2697,N. Bendtner,167706,29,Denmark,73,73,ST
2698,J. Delaplace,199195,31,France,73,73,CM
2699,Lucas Piazon,203038,23,Brazil,73,78,CAM
2700,Miguel Flaño,146974,32,Spain,73,73,CB
2701,Fábio Pacheco,184606,29,Portugal,73,73,CB
2702,P. McShane,129566,31,Republic of Ireland,73,73,CB
2703,L. Castaignos,198175,24,Netherlands,73,77,ST
2704,M. Uribe,214047,26,Colombia,73,74,RW
2705,Freder Cabral,230175,25,Brazil,73,73,GK
2706,Mateus,175391,33,Angola,73,73,ST
2707,Idris,216097,32,Senegal,73,73,CDM
2708,D. Barreto,154401,35,Paraguay,73,73,GK
2709,A. Touré,227873,21,Mali,73,81,RB
2710,T. Lees,193569,26,England,73,74,CB
2711,Rodrigo Galo,203810,30,Brazil,73,73,RB
2712,E. Krafth,207650,22,Sweden,73,80,RB
2713,J. Correa,215330,22,Argentina,73,82,ST
2714,Diego González,227106,22,Spain,73,83,CB
2715,R. Jack,189218,25,Scotland,73,75,CM
2716,Héldon,196899,28,Cape Verde,73,73,RM
2717,L. Jara,215331,26,Argentina,73,76,CM
2718,G. Fernández,157219,33,Argentina,73,73,ST
2719,J. Hayes,163619,29,Republic of Ireland,73,73,LM
2720,F. Kudryashov,181795,30,Russia,73,73,LWB
2721,Dodô,193571,25,Brazil,73,75,LB
2722,S. Zoller,202276,26,Germany,73,76,RM
2723,I. Kutepov,210468,23,Russia,73,81,CB
2724,Hermoso,229668,22,Spain,73,81,CB
2725,R. Noir,188196,30,Argentina,73,73,RW
2726,M. Bolaños,207653,27,Ecuador,73,74,ST
2727,J. Pelupessy,209701,24,Netherlands,73,77,CDM
2728,R. Dartés,160037,33,Chile,73,73,LM
2729,J. St. Juste,226853,20,Netherlands,73,82,CB
2730,Elias Fontoira,230437,33,Brazil,73,73,CDM
2731,L. Crisetig,197926,24,Italy,73,77,CDM
2732,A. Kruiswijk,137510,32,Netherlands,73,73,LB
2733,R. Benzar,235814,25,Romania,73,77,RM
2734,A. Pritchard,205351,24,England,73,79,LM
2735,R. Philippoteaux,212519,29,France,73,73,LW
2736,B. Assombalonga,203304,24,DR Congo,73,74,ST
2737,S. Pocognoli,163369,29,Belgium,73,73,LB
2738,C. Moritz,194089,27,Germany,73,73,CDM
2739,M. Urruti,215083,26,Argentina,73,74,ST
2740,D. Ciofani,178475,31,Italy,73,73,ST
2741,W. Katsande,206124,31,Zimbabwe,73,73,CM
2742,L. Ayling,186156,25,England,73,75,CB
2743,M. Caire,189228,28,Argentina,73,73,LB
2744,K. Saief,224813,23,United States,73,78,LM
2745,G. Cunningham,198190,26,Republic of Ireland,73,74,CB
2746,Marcos Paneira,230446,29,Brazil,73,73,RM
2747,M. Lustig,176942,30,Sweden,73,73,CB
2748,K. Bartley,186158,26,England,73,75,CB
2749,A. Rudņevs,192302,29,Latvia,73,73,ST
2750,G. Alcoba,215344,32,Uruguay,73,73,CB
2751,K. Monnet-Paquet,177712,28,France,73,73,RW
2752,R. Yabo,192560,25,Germany,73,75,CDM
2753,C. Njie,212273,23,Cameroon,73,78,LW
2754,E. Kalinski,215089,30,Argentina,73,73,CM
2755,Koo Ja Ryong,212018,25,Korea Republic,73,77,CB
2756,N. Sánchez,184626,31,Argentina,73,73,CB
2757,V. Forren,185394,29,Norway,73,73,CB
2758,M. Bianchetti,205363,24,Italy,73,76,CB
2759,F. Diedhiou,223283,24,Senegal,73,77,ST
2760,F. Novák,205364,27,Czech Republic,73,74,LB
2761,Lucas Lima,207924,25,Brazil,73,75,LB
2762,Somália,213556,28,Brazil,73,73,CDM
2763,M. Santos,230964,24,Uruguay,73,79,LM
2764,S. Ascacibar,232244,20,Argentina,73,86,CDM
2765,F. Rønnow,201269,24,Denmark,73,78,GK
2766,A. Fransson,213813,23,Sweden,73,82,CAM
2767,Muriel,184885,30,Brazil,73,73,GK
2768,A. Uchida,191541,29,Japan,73,73,RWB
2769,F. Di Francesco,213814,23,Italy,73,81,RW
2770,Juli Piresinho,230198,29,Brazil,73,73,RB
2771,Susaeta,146487,32,Spain,73,73,CAM
2772,Fausto Tienza,213559,27,Spain,73,74,CDM
2773,Vinicius Cardenha,230199,25,Brazil,73,73,CB
2774,C. Gardner,178487,30,England,73,73,CDM
2775,Osmar,193847,29,Spain,73,73,CDM
2776,Y. Nagatomo,194359,30,Japan,73,73,RB
2777,O. Sorg,201016,27,Germany,73,73,LB
2778,L. Vácha,184376,28,Czech Republic,73,73,CM
2779,V. Belec,193336,27,Slovenia,73,75,GK
2780,H. Gombez,160057,33,Chile,73,73,LB
2781,G. Dorrans,171321,30,Scotland,73,73,CDM
2782,Alberto,186681,32,Spain,73,73,GK
2783,J. Obi,193337,26,Nigeria,73,76,CM
2784,C. Hourihane,193849,26,Republic of Ireland,73,74,CM
2785,B. Kuwas,228666,24,Netherlands,73,76,RW
2786,S. Elana,111163,36,France,73,73,GK
2787,E. Benítez,190523,29,Paraguay,73,73,LM
2788,K. Coulibaly,206141,25,Mali,73,76,ST
2789,L. Trossard,207421,22,Belgium,73,79,CAM
2790,A. Tuanzebe,231485,19,England,73,84,CDM
2791,B. Myhill,51261,34,Wales,73,73,GK
2792,M. Rovero,160062,25,Chile,73,73,CB
2793,Wellington Sabrão,230206,33,Brazil,73,73,LB
2794,Jason,215616,22,Spain,73,81,LM
2795,E. Sviatchenko,199745,25,Denmark,73,75,CB
2796,A. Rojas,211265,31,Argentina,73,73,LM
2797,C. Buchtmann,192321,25,Germany,73,76,CM
2798,Joselu,199490,26,Spain,73,76,LM
2799,J. Perbet,150594,32,France,73,73,ST
2800,V. Bystrov,147779,33,Russia,73,73,RM
2801,S. Pellissier,149571,38,Italy,73,73,ST
2802,G. Fabianos,160067,33,Chile,73,73,RB
2803,K. Amian Adou,231235,19,France,73,86,RB
2804,T. Sippel,177475,29,Germany,73,73,GK
2805,G. Fernández,211269,25,Argentina,73,78,CDM
2806,M. Kanazaki,213061,28,Japan,73,73,ST
2807,Castro,184133,29,Portugal,73,73,CDM
2808,L. Fuentes,187205,30,Mexico,73,73,LB
2809,Lee Jae Sung,191814,28,Korea Republic,73,73,CB
2810,A. Ring,205895,26,Finland,73,77,CM
2811,A. Isaksson,20551,35,Sweden,73,73,GK
2812,Osvaldo Lodeiro,230215,29,Brazil,73,73,LB
2813,N. Douchez,117063,37,France,73,73,GK
2814,E. Muñoz,186695,26,Argentina,73,76,CB
2815,C. Molinaro,149064,33,Italy,73,73,LM
2816,Orlando Sá,184136,29,Portugal,73,73,ST
2817,O. Martínez,190536,31,Paraguay,73,73,LW
2818,Guitián,198474,26,Spain,73,76,CDM
2819,H. Kekana,203594,32,South Africa,73,73,CDM
2820,D. Senderón,160074,33,Chile,73,73,CB
2821,Fabiano Sonta,230218,25,Brazil,73,73,CDM
2822,M. Coutadeur,177482,31,France,73,73,CDM
2823,F. Díaz,214603,33,Colombia,73,73,LB
2824,R. McCormack,155979,30,Scotland,73,73,CAM
2825,R. Danzé,178251,30,France,73,73,RB
2826,Clerc,204876,25,Spain,73,76,LM
2827,F. Dionisi,173132,30,Italy,73,73,LW
2828,S. Perica,219469,21,Croatia,73,81,ST
2829,Luís Aurélio,224077,28,Portugal,73,73,CM
2830,J. Djourou,162893,30,Switzerland,73,73,CB
2831,Rubén García,211022,23,Spain,73,79,RM
2832,Ailton Valpaços,230222,25,Brazil,73,73,CDM
2833,Park Joo Ho,191566,30,Korea Republic,73,73,CDM
2834,S. Petrov,198991,26,Russia,73,75,RB
2835,R. Donk,178255,31,Netherlands,73,73,CM
2836,W. Janssen,158800,30,Netherlands,73,73,CDM
2837,D. Florada,160080,33,Chile,73,73,ST
2838,A. Lazaar,206161,25,Morocco,73,78,LM
2839,M. Fritzler,172113,30,Argentina,73,73,CDM
2840,D. Montenegro,152914,38,Argentina,73,73,CM
2841,B. Bereszyński,199763,24,Poland,73,76,RB
2842,O. Nyland,185427,26,Norway,73,77,GK
2843,U. Spajić,215892,24,Serbia,73,78,RB
2844,R. Keogh,163156,30,Republic of Ireland,73,73,CB
2845,S. García,200278,28,Argentina,73,73,LB
2846,Toché,157270,34,Spain,73,73,ST
2847,J. Fabbro,169046,35,Paraguay,73,73,CAM
2848,D. Tiendalli,172630,31,Netherlands,73,73,LB
