,Name,ID,Age,Nationality,primary_pos,Overall,Potential,Salary,Club
2636,J. Maclaren,212232,23,Australia,ST,73,77,23000,SV Darmstadt 98
2637,G. Letizia,216072,27,Italy,RM,73,74,25000,Benevento Calcio
2638,G. Friend,188168,29,England,LB,73,73,18000,Middlesbrough
2639,D. Pérez,215049,28,Argentina,LB,73,73,21000,Club Tijuana
2640,M. Pasqual,154634,35,Italy,LM,73,73,3000,Empoli
2641,M. Morishige,222986,30,Japan,CB,73,73,11000,F.C. Tokyo
2642,I. Mboyo,192778,30,Belgium,ST,73,73,22000,FC Sion
2643,S. Holmén,156683,33,Sweden,CM,73,73,7000,IF Elfsborg
2644,Brenito Duarte,230411,33,Brazil,CB,73,73,32000,Fluminense Football Club
2645,Carlos Ponck,232459,22,Cape Verde,CDM,73,80,10000,CD Aves
2646,O. Ustari,167435,30,Argentina,GK,73,73,16000,Club Atlas
2647,P. Kasami,197900,25,Switzerland,CAM,73,75,19000,FC Sion
2648,L. Pasciuti,216076,27,Italy,LM,73,73,5000,Carpi
2649,Nano,221452,22,Spain,LM,73,80,19000,Levante UD
2650,Braga,8205,34,Portugal,CAM,73,73,13000,CD Aves
2651,M. Miazga,215565,21,United States,CB,73,82,60000,Vitesse
2652,De las Cuevas,173325,31,Spain,LM,73,73,11000,CA Osasuna
2653,K. Havertz,235790,18,Germany,ST,73,88,25000,Bayer 04 Leverkusen
2654,S. Rybalka,241166,27,Ukraine,CDM,73,76,14000,Medicana Sivasspor
2655,G. Makaridze,190734,27,Georgia,GK,73,73,6000,Moreirense FC
2656,Johnathan,192270,27,Brazil,ST,73,73,11000,Suwon Samsung Bluewings
2657,B. Kayal,193550,29,Israel,CM,73,73,46000,Brighton & Hove Albion
2658,Kim Bo Kyung,199183,27,Korea Republic,CM,73,73,14000,Kashiwa Reysol
2659,M. Gregoritsch,199439,23,Austria,RM,73,79,21000,FC Augsburg
2660,M. Michel,209423,25,France,GK,73,77,16000,Angers SCO
2661,A. Di Gaudio,216079,27,Italy,LM,73,73,6000,Parma
2662,A. Johansson,23823,35,Sweden,CB,73,73,5000,IFK Norrköping
2663,N. Acevedo,223247,28,Argentina,CM,73,73,18000,Unión de Santa Fe
2664,K. Ansarifard,197136,27,Iran,ST,73,74,1000,Olympiakos CFP
2665,D. Bessa,208144,24,Italy,RW,73,77,23000,Hellas Verona
2666,C. Carbonero,215056,26,Colombia,RM,73,74,3000,Corporación Club Deportivo Tuluá
2667,Naranjo,215568,22,Spain,LM,73,79,16000,CD Leganés
2668,J. Lucero,223248,25,Argentina,ST,73,75,23000,Club Tijuana
2669,D. Calabria,228881,20,Italy,RB,73,83,51000,Milan
2670,Douglas,188177,29,Netherlands,CB,73,73,15000,Sporting CP
2671,S. Vergini,204050,28,Argentina,CB,73,74,22000,Boca Juniors
2672,Cifuentes,213010,26,Spain,RM,73,76,21000,Málaga CF
2673,M. Nakamba,222994,23,Zimbabwe,CM,73,79,18000,Club Brugge KV
2674,K. Nakamura,180754,36,Japan,CDM,73,73,7000,Kawasaki Frontale
2675,M. Rocora,160019,29,Chile,GK,73,73,4000,CD Universidad de Concepción
2676,O. Rybka,179475,30,Ukraine,GK,73,73,11000,Kardemir Karabükspor
2677,M. Vejinović,189715,27,Netherlands,CDM,73,74,16000,AZ Alkmaar
2678,M. Al Sahlawi,208916,30,Saudi Arabia,ST,73,73,39000,Al Nassr
2679,F. Ceccherini,210964,25,Italy,CB,73,78,12000,Crotone
2680,Pietrson Mendes,230420,33,Brazil,ST,73,73,17000,Associação Chapecoense de Futebol
2681,H. Donadell,160021,33,Chile,GK,73,73,10000,Universidad de Chile
2682,V. Nogueira,184085,29,France,CDM,73,73,24000,RC Strasbourg
2683,L. Siligardi,188949,29,Italy,LM,73,73,7000,Parma
2684,K. Laifis,234774,24,Cyprus,LM,73,78,13000,Standard de Liège
2685,D. Appiah,199191,25,France,RB,73,76,19000,RSC Anderlecht
2686,R. Gauld,208919,21,Scotland,CM,73,84,12000,CD Aves
2687,Rafael Martins,200984,28,Brazil,ST,73,73,13000,Vitória Guimarães
2688,C. Löwe,203544,28,Germany,LB,73,73,42000,Huddersfield Town
2689,J. Furch,215064,27,Argentina,ST,73,73,24000,Santos Laguna
2690,R. Pasveer,162328,33,Netherlands,GK,73,73,9000,Vitesse
2691,S. Siani,175896,30,Cameroon,CDM,73,73,17000,KV Oostende
2692,F. Tabanou,188696,28,France,LW,73,73,22000,En Avant de Guingamp
2693,F. Silva,203801,31,Chile,CDM,73,73,29000,Cruz Azul
2694,S. Gümüş,225305,23,Turkey,RM,73,79,43000,Galatasaray SK
2695,S. Muwashar,210202,28,Saudi Arabia,RM,73,73,38000,Al Ahli
2696,Jaim Abra,230170,25,Brazil,GK,73,73,10000,Vitória
2697,N. Bendtner,167706,29,Denmark,ST,73,73,10000,Rosenborg BK
2698,J. Delaplace,199195,31,France,CM,73,73,23000,SM Caen
2699,Lucas Piazon,203038,23,Brazil,CAM,73,78,75000,Fulham
2700,Miguel Flaño,146974,32,Spain,CB,73,73,10000,CA Osasuna
2701,Fábio Pacheco,184606,29,Portugal,CB,73,73,10000,CS Marítimo
2702,P. McShane,129566,31,Republic of Ireland,CB,73,73,31000,Reading
2703,L. Castaignos,198175,24,Netherlands,ST,73,77,15000,Vitesse
2704,M. Uribe,214047,26,Colombia,RW,73,74,48000,Club América
2705,Freder Cabral,230175,25,Brazil,GK,73,73,12000,Sport Club do Recife
2706,Mateus,175391,33,Angola,ST,73,73,10000,Boavista FC
2707,Idris,216097,32,Senegal,CDM,73,73,9000,Boavista FC
2708,D. Barreto,154401,35,Paraguay,GK,73,73,0,
2709,A. Touré,227873,21,Mali,RB,73,81,22000,AS Monaco
2710,T. Lees,193569,26,England,CB,73,74,47000,Sheffield Wednesday
2711,Rodrigo Galo,203810,30,Brazil,RB,73,73,1000,AEK Athens
2712,E. Krafth,207650,22,Sweden,RB,73,80,36000,Bologna
2713,J. Correa,215330,22,Argentina,ST,73,82,14000,Sevilla FC
2714,Diego González,227106,22,Spain,CB,73,83,18000,Málaga CF
2715,R. Jack,189218,25,Scotland,CM,73,75,42000,Rangers
2716,Héldon,196899,28,Cape Verde,RM,73,73,17000,Vitória Guimarães
2717,L. Jara,215331,26,Argentina,CM,73,76,21000,Boca Juniors
2718,G. Fernández,157219,33,Argentina,ST,73,73,17000,Estudiantes de La Plata
2719,J. Hayes,163619,29,Republic of Ireland,LM,73,73,50000,Celtic
2720,F. Kudryashov,181795,30,Russia,LWB,73,73,37000,Rubin Kazan
2721,Dodô,193571,25,Brazil,LB,73,75,50000,Sampdoria
2722,S. Zoller,202276,26,Germany,RM,73,76,35000,1. FC Köln
2723,I. Kutepov,210468,23,Russia,CB,73,81,40000,Spartak Moscow
2724,Hermoso,229668,22,Spain,CB,73,81,21000,RCD Espanyol
2725,R. Noir,188196,30,Argentina,RW,73,73,21000,Racing Club de Avellaneda
2726,M. Bolaños,207653,27,Ecuador,ST,73,74,22000,Club Tijuana
2727,J. Pelupessy,209701,24,Netherlands,CDM,73,77,9000,Heracles Almelo
2728,R. Dartés,160037,33,Chile,LM,73,73,6000,Unión Española
2729,J. St. Juste,226853,20,Netherlands,CB,73,82,11000,Feyenoord
2730,Elias Fontoira,230437,33,Brazil,CDM,73,73,13000,Vitória
2731,L. Crisetig,197926,24,Italy,CDM,73,77,40000,Bologna
2732,A. Kruiswijk,137510,32,Netherlands,LB,73,73,12000,Vitesse
2733,R. Benzar,235814,25,Romania,RM,73,77,0,
2734,A. Pritchard,205351,24,England,LM,73,79,31000,Norwich City
2735,R. Philippoteaux,212519,29,France,LW,73,73,10000,AJ Auxerre
2736,B. Assombalonga,203304,24,DR Congo,ST,73,74,18000,Middlesbrough
2737,S. Pocognoli,163369,29,Belgium,LB,73,73,16000,Standard de Liège
2738,C. Moritz,194089,27,Germany,CDM,73,73,14000,1. FC Kaiserslautern
2739,M. Urruti,215083,26,Argentina,ST,73,74,10000,FC Dallas
2740,D. Ciofani,178475,31,Italy,ST,73,73,6000,Frosinone
2741,W. Katsande,206124,31,Zimbabwe,CM,73,73,1000,Kaizer Chiefs
2742,L. Ayling,186156,25,England,CB,73,75,30000,Leeds United
2743,M. Caire,189228,28,Argentina,LB,73,73,14000,Club Atlético Tigre
2744,K. Saief,224813,23,United States,LM,73,78,19000,KAA Gent
2745,G. Cunningham,198190,26,Republic of Ireland,CB,73,74,15000,Preston North End
2746,Marcos Paneira,230446,29,Brazil,RM,73,73,31000,Sociedade Esportiva Palmeiras
2747,M. Lustig,176942,30,Sweden,CB,73,73,44000,Celtic
2748,K. Bartley,186158,26,England,CB,73,75,52000,Swansea City
2749,A. Rudņevs,192302,29,Latvia,ST,73,73,36000,1. FC Köln
2750,G. Alcoba,215344,32,Uruguay,CB,73,73,20000,U.N.A.M.
2751,K. Monnet-Paquet,177712,28,France,RW,73,73,37000,AS Saint-Étienne
2752,R. Yabo,192560,25,Germany,CDM,73,75,29000,FC Red Bull Salzburg
2753,C. Njie,212273,23,Cameroon,LW,73,78,26000,Olympique de Marseille
2754,E. Kalinski,215089,30,Argentina,CM,73,73,22000,Club Tijuana
2755,Koo Ja Ryong,212018,25,Korea Republic,CB,73,77,9000,Suwon Samsung Bluewings
2756,N. Sánchez,184626,31,Argentina,CB,73,73,44000,Monterrey
2757,V. Forren,185394,29,Norway,CB,73,73,8000,Molde FK
2758,M. Bianchetti,205363,24,Italy,CB,73,76,20000,Hellas Verona
2759,F. Diedhiou,223283,24,Senegal,ST,73,77,40000,Bristol City
2760,F. Novák,205364,27,Czech Republic,LB,73,74,25000,FC Midtjylland
2761,Lucas Lima,207924,25,Brazil,LB,73,75,20000,FC Nantes
2762,Somália,213556,28,Brazil,CDM,73,73,29000,Toulouse FC
2763,M. Santos,230964,24,Uruguay,LM,73,79,22000,Real Sporting de Gijón
2764,S. Ascacibar,232244,20,Argentina,CDM,73,86,17000,VfB Stuttgart
2765,F. Rønnow,201269,24,Denmark,GK,73,78,12000,Brøndby IF
2766,A. Fransson,213813,23,Sweden,CAM,73,82,27000,FC Basel
2767,Muriel,184885,30,Brazil,GK,73,73,6000,CF Os Belenenses
2768,A. Uchida,191541,29,Japan,RWB,73,73,30000,1. FC Union Berlin
2769,F. Di Francesco,213814,23,Italy,RW,73,81,44000,Bologna
2770,Juli Piresinho,230198,29,Brazil,RB,73,73,15000,Clube Atlético Paranaense
2771,Susaeta,146487,32,Spain,CAM,73,73,10000,Albacete Balompié
2772,Fausto Tienza,213559,27,Spain,CDM,73,74,11000,CA Osasuna
2773,Vinicius Cardenha,230199,25,Brazil,CB,73,73,15000,Associação Atlética Ponte Preta
2774,C. Gardner,178487,30,England,CDM,73,73,29000,Birmingham City
2775,Osmar,193847,29,Spain,CDM,73,73,9000,FC Seoul
2776,Y. Nagatomo,194359,30,Japan,RB,73,73,47000,Inter
2777,O. Sorg,201016,27,Germany,LB,73,73,33000,Hannover 96
2778,L. Vácha,184376,28,Czech Republic,CM,73,73,1000,Sparta Praha
2779,V. Belec,193336,27,Slovenia,GK,73,75,20000,Benevento Calcio
2780,H. Gombez,160057,33,Chile,LB,73,73,6000,Santiago Wanderers
2781,G. Dorrans,171321,30,Scotland,CDM,73,73,48000,Rangers
2782,Alberto,186681,32,Spain,GK,73,73,17000,Rayo Vallecano
2783,J. Obi,193337,26,Nigeria,CM,73,76,39000,Torino
2784,C. Hourihane,193849,26,Republic of Ireland,CM,73,74,35000,Aston Villa
2785,B. Kuwas,228666,24,Netherlands,RW,73,76,11000,Heracles Almelo
2786,S. Elana,111163,36,France,GK,73,73,4000,GFC Ajaccio
2787,E. Benítez,190523,29,Paraguay,LM,73,73,13000,Querétaro
2788,K. Coulibaly,206141,25,Mali,ST,73,76,24000,FC Nantes
2789,L. Trossard,207421,22,Belgium,CAM,73,79,15000,KRC Genk
2790,A. Tuanzebe,231485,19,England,CDM,73,84,44000,Manchester United
2791,B. Myhill,51261,34,Wales,GK,73,73,42000,West Bromwich Albion
2792,M. Rovero,160062,25,Chile,CB,73,73,5000,CD Universidad de Concepción
2793,Wellington Sabrão,230206,33,Brazil,LB,73,73,16000,Associação Atlética Ponte Preta
2794,Jason,215616,22,Spain,LM,73,81,20000,Levante UD
2795,E. Sviatchenko,199745,25,Denmark,CB,73,75,42000,Celtic
2796,A. Rojas,211265,31,Argentina,LM,73,73,21000,River Plate
2797,C. Buchtmann,192321,25,Germany,CM,73,76,18000,FC St. Pauli
2798,Joselu,199490,26,Spain,LM,73,76,12000,Granada CF
2799,J. Perbet,150594,32,France,ST,73,73,24000,KV Kortrijk
2800,V. Bystrov,147779,33,Russia,RM,73,73,24000,FC Tosno
2801,S. Pellissier,149571,38,Italy,ST,73,73,14000,Chievo Verona
2802,G. Fabianos,160067,33,Chile,RB,73,73,5000,CD Antofagasta
2803,K. Amian Adou,231235,19,France,RB,73,86,13000,Toulouse FC
2804,T. Sippel,177475,29,Germany,GK,73,73,25000,Borussia Mönchengladbach
2805,G. Fernández,211269,25,Argentina,CDM,73,78,14000,Godoy Cruz
2806,M. Kanazaki,213061,28,Japan,ST,73,73,15000,Kashima Antlers
2807,Castro,184133,29,Portugal,CDM,73,73,19000,Göztepe
2808,L. Fuentes,187205,30,Mexico,LB,73,73,20000,Monterrey
2809,Lee Jae Sung,191814,28,Korea Republic,CB,73,73,12000,Jeonbuk Hyundai Motors
2810,A. Ring,205895,26,Finland,CM,73,77,8000,New York City Football Club
2811,A. Isaksson,20551,35,Sweden,GK,73,73,4000,Djurgårdens IF
2812,Osvaldo Lodeiro,230215,29,Brazil,LB,73,73,15000,Clube Atlético Paranaense
2813,N. Douchez,117063,37,France,GK,73,73,5000,RC Lens
2814,E. Muñoz,186695,26,Argentina,CB,73,76,21000,CD Leganés
2815,C. Molinaro,149064,33,Italy,LM,73,73,36000,Torino
2816,Orlando Sá,184136,29,Portugal,ST,73,73,19000,Standard de Liège
2817,O. Martínez,190536,31,Paraguay,LW,73,73,22000,Santos Laguna
2818,Guitián,198474,26,Spain,CDM,73,76,10000,Real Valladolid
2819,H. Kekana,203594,32,South Africa,CDM,73,73,0,
2820,D. Senderón,160074,33,Chile,CB,73,73,7000,Colo-Colo
2821,Fabiano Sonta,230218,25,Brazil,CDM,73,73,14000,Clube Atlético Paranaense
2822,M. Coutadeur,177482,31,France,CDM,73,73,8000,AC Ajaccio
2823,F. Díaz,214603,33,Colombia,LB,73,73,0,
2824,R. McCormack,155979,30,Scotland,CAM,73,73,38000,Aston Villa
2825,R. Danzé,178251,30,France,RB,73,73,21000,Stade Rennais FC
2826,Clerc,204876,25,Spain,LM,73,76,10000,CA Osasuna
2827,F. Dionisi,173132,30,Italy,LW,73,73,6000,Frosinone
2828,S. Perica,219469,21,Croatia,ST,73,81,23000,Udinese
2829,Luís Aurélio,224077,28,Portugal,CM,73,73,12000,CD Feirense
2830,J. Djourou,162893,30,Switzerland,CB,73,73,17000,Antalyaspor
2831,Rubén García,211022,23,Spain,RM,73,79,20000,Real Sporting de Gijón
2832,Ailton Valpaços,230222,25,Brazil,CDM,73,73,24000,Cruzeiro
2833,Park Joo Ho,191566,30,Korea Republic,CDM,73,73,42000,Borussia Dortmund
2834,S. Petrov,198991,26,Russia,RB,73,75,35000,FC Krasnodar
2835,R. Donk,178255,31,Netherlands,CM,73,73,45000,Galatasaray SK
2836,W. Janssen,158800,30,Netherlands,CDM,73,73,12000,FC Utrecht
2837,D. Florada,160080,33,Chile,ST,73,73,7000,Unión Española
2838,A. Lazaar,206161,25,Morocco,LM,73,78,50000,Benevento Calcio
2839,M. Fritzler,172113,30,Argentina,CDM,73,73,12000,Colon de Santa Fe
2840,D. Montenegro,152914,38,Argentina,CM,73,73,11000,Club Atlético Huracán
2841,B. Bereszyński,199763,24,Poland,RB,73,76,26000,Sampdoria
2842,O. Nyland,185427,26,Norway,GK,73,77,17000,FC Ingolstadt 04
2843,U. Spajić,215892,24,Serbia,RB,73,78,18000,RSC Anderlecht
2844,R. Keogh,163156,30,Republic of Ireland,CB,73,73,47000,Derby County
2845,S. García,200278,28,Argentina,LB,73,73,17000,Deportivo Toluca
2846,Toché,157270,34,Spain,ST,73,73,12000,Real Oviedo
2847,J. Fabbro,169046,35,Paraguay,CAM,73,73,7000,Lobos de la BUAP
2848,D. Tiendalli,172630,31,Netherlands,LB,73,73,11000,Oxford United
2849,J. Pereira,187478,30,Mexico,CB,73,73,44000,Guadalajara
2850,S. Prcić,206167,23,Bosnia Herzegovina,CM,73,77,18000,Stade Rennais FC
2851,André Ramalho,210007,25,Brazil,CDM,73,77,38000,Bayer 04 Leverkusen
2852,J. Duque,214615,30,Colombia,ST,73,73,24000,Asociacion Deportivo Cali
2853,Jorge Carvallinho,230231,33,Brazil,LB,73,73,17000,Botafogo de Futebol e Regatas
2854,Edgar Ié,210520,23,Portugal,RB,73,80,30000,LOSC Lille
2855,J. Moreira,225880,27,Paraguay,RB,73,74,19000,River Plate
2856,A. Esswein,189272,27,Germany,ST,73,73,27000,Hertha BSC Berlin
2857,J. Brabec,204121,24,Czech Republic,CB,73,77,13000,KRC Genk
2858,I. Sarr,235353,19,Senegal,ST,73,85,13000,Stade Rennais FC
2859,M. Motta,171097,31,Italy,RM,73,73,10000,UD Almería
2860,J. van Overeem,210010,23,Netherlands,CM,73,77,10000,AZ Alkmaar
2861,Mata,223578,28,Spain,LM,73,73,12000,Real Valladolid
2862,I. Lewczuk,188762,32,Poland,CB,73,73,34000,Girondins de Bordeaux
2863,F. Kroos,191066,26,Germany,CM,73,76,28000,1. FC Union Berlin
2864,D. Escalonas,160091,33,Chile,CDM,73,73,6000,Unión Española
2865,Welinton,192091,28,Brazil,CB,73,74,15000,Alanyaspor
2866,L. Pokorný,237404,23,Czech Republic,CB,73,79,20000,Montpellier Hérault SC
2867,Oriol Riera,159581,30,Spain,ST,73,73,12000,Western Sydney Wanderers
2868,Robson Denho,230237,25,Brazil,CM,73,73,24000,Cruzeiro
2869,J. Gandolfi,142942,36,Argentina,CB,73,73,10000,Talleres de Cordoba
2870,A. Bukharov,166750,32,Russia,ST,73,73,35000,FC Rostov
2871,Xeka,236639,22,Portugal,CDM,73,81,33000,Dijon FCO
2872,M. Rosenberg,46175,34,Sweden,ST,73,73,8000,Malmö FF
2873,G. Caprari,202848,23,Italy,CAM,73,80,31000,Sampdoria
2874,G. Hauche,203872,30,Argentina,LM,73,73,20000,Deportivo Toluca
2875,M. Coldado,160096,29,Chile,RM,73,73,5000,CD Antofagasta
2876,M. Banguera,189024,31,Ecuador,GK,73,73,0,
2877,A. Westwood,189280,27,England,CDM,73,74,48000,Burnley
2878,C. Ciano,201313,27,Italy,LW,73,73,6000,Frosinone
2879,A. Andrade,214369,28,Colombia,CM,73,73,30000,Club León
2880,Costinha,229473,24,Portugal,CAM,73,78,8000,Vitória Setúbal
2881,T. Kuszczak,101473,35,Poland,GK,73,73,14000,Birmingham City
2882,G. Milanov,211042,25,Bulgaria,CAM,73,75,38000,CSKA Moscow
2883,Pedro Rocha,229218,22,Brazil,LM,73,82,49000,Spartak Moscow
2884,R. Gurtner,176994,30,France,GK,73,73,14000,Amiens SC Football
2885,Samir,215651,22,Brazil,CB,73,80,20000,Udinese
2886,W. Anton,229476,20,Germany,RB,73,83,25000,Hannover 96
2887,D. Kombarov,187492,30,Russia,LWB,73,73,47000,Spartak Moscow
2888,J. Guðmundsson,191076,26,Iceland,CAM,73,74,48000,Burnley
2889,M. Jajalo,192612,29,Bosnia Herzegovina,CAM,73,73,5000,Palermo
2890,H. Mukhtar,210021,22,Germany,CAM,73,84,18000,Brøndby IF
2891,Bustinza,224869,25,Spain,RWB,73,77,20000,CD Leganés
2892,F. Berrier,163429,33,France,CAM,73,73,17000,KV Oostende
2893,Gérson Noalha,230501,29,Brazil,LM,73,73,20000,Associação Chapecoense de Futebol
2894,Bernardo,232805,22,Brazil,LB,73,81,40000,RB Leipzig
2895,M. Amalfitano,168293,32,France,RW,73,73,23000,Stade Rennais FC
2896,T. Elyounoussi,169317,29,Norway,RM,73,73,0,
2897,A. Gerndt,181349,30,Sweden,CAM,73,73,11000,FC Lugano
2898,O. Vizcarrondo,175462,33,Venezuela,CB,73,73,21000,ES Troyes AC
2899,M. Gómez,239207,20,Uruguay,ST,73,81,20000,RC Celta de Vigo
2900,I. Saadi,197480,25,France,ST,73,77,24000,RC Strasbourg
2901,F. Klaus,202088,24,Germany,LM,73,76,32000,Hannover 96
2902,O. Kayode,211048,24,Nigeria,ST,73,77,88000,Girona CF
2903,Jorge Molina,154472,35,Spain,ST,73,73,19000,Getafe CF
2904,B. Başaçıkoğlu,209769,22,Turkey,LW,73,78,15000,Feyenoord
2905,M. Fraga,169321,29,Mexico,GK,73,73,17000,Club Atlas
2906,O. Kaya,172649,31,Belgium,LW,73,73,17000,SV Zulte-Waregem
2907,F. Coloccini,48745,35,Argentina,CB,73,73,14000,San Lorenzo de Almagro
2908,K. Möhwald,211818,23,Germany,CM,73,78,12000,1. FC Nürnberg
2909,D. Silva,214378,30,Colombia,CDM,73,73,5000,CD Los Millionarios Bogota
2910,F. Ceravolo,173162,30,Italy,CAM,73,73,30000,Parma
2911,A. Rodríguez,214379,28,Colombia,ST,73,73,2000,Deportes Tolima
2912,J. Góralski,229739,24,Poland,CM,73,77,0,
2913,R. Boffin,178283,29,Belgium,GK,73,73,15000,Antalyaspor
2914,J. Palomino,217196,27,Argentina,CB,73,75,24000,Atalanta
2915,A. Ulmer,169324,31,Austria,LB,73,73,28000,FC Red Bull Salzburg
2916,J. Pied,183916,28,France,LB,73,73,63000,Southampton
2917,L. De Bock,190572,24,Belgium,LWB,73,76,18000,Club Brugge KV
2918,M. van der Hoorn,207725,24,Netherlands,CB,73,77,45000,Swansea City
2919,C. Mayada,225646,26,Uruguay,RM,73,73,19000,River Plate
2920,M. Lazzari,235374,23,Italy,RM,73,80,13000,Ferrara (SPAL)
2921,H. González,186990,26,Mexico,GK,73,76,36000,Monterrey
2922,F. Ogude,201327,29,Nigeria,CM,73,73,21000,Amkar Perm
2923,G. Laborde,209519,23,France,ST,73,79,36000,Girondins de Bordeaux
2924,W. Zimmerman,212591,24,United States,CB,73,78,7000,FC Dallas
2925,S. Arfield,178287,28,Canada,CM,73,73,51000,Burnley
2926,A. González,207984,22,Mexico,CM,73,80,42000,Monterrey
2927,O. Veigneau,165232,31,France,LB,73,73,14000,Kasimpaşa SK
2928,S. Barreiro,214129,23,Colombia,CB,73,81,17000,Club Atlas
2929,Gus Outomouro,230513,33,Brazil,LM,73,73,38000,Fluminense Football Club
2930,C. Doukouré,195698,24,Ivory Coast,CM,73,79,18000,Levante UD
2931,F. Sambueza,226419,28,Argentina,RM,73,73,4000,Asociacion Deportivo Cali
2932,F. Rinaudo,192371,30,Argentina,CM,73,73,15000,Gimnasia y Esgrima La Plata
2933,S. Schrijvers,209780,20,Belgium,LM,73,81,13000,KRC Genk
2934,J. Plašil,112244,35,Czech Republic,CDM,73,73,28000,Girondins de Bordeaux
2935,A. Smithies,184436,27,England,GK,73,75,21000,Queens Park Rangers
2936,A. Barboza,229749,22,Argentina,CB,73,83,16000,River Plate
2937,T. Davies,230005,19,England,CAM,73,85,46000,Everton
2938,S. Lung Jr.,205942,28,Romania,GK,73,75,12000,Kayserispor
2939,E. Ofori,219510,22,Ghana,CM,73,81,21000,VfB Stuttgart
2940,D. Gibson,169590,29,Republic of Ireland,CDM,73,73,12000,Sunderland
2941,G. Hooper,179574,29,England,ST,73,73,58000,Sheffield Wednesday
2942,F. Santander,201335,26,Paraguay,ST,73,76,23000,FC København
2943,N. Füllkrug,205431,24,Germany,ST,73,77,35000,Hannover 96
2944,Leandro Vivenço,230519,29,Brazil,ST,73,73,37000,Sociedade Esportiva Palmeiras
2945,A. Ramírez,168567,36,Colombia,CDM,73,73,5000,Atletico Nacional Medellin
2946,S. Dewaest,184183,26,Belgium,CB,73,76,15000,KRC Genk
2947,T. Monconduit,203128,26,France,CM,73,75,18000,Amiens SC Football
2948,J. Cuero,214392,29,Colombia,LM,73,73,13000,Monarcas Morelia
2949,Roni,215416,26,Brazil,CAM,73,74,8000,CF Os Belenenses
2950,J. Kluivert,236920,18,Netherlands,LW,73,86,8000,Ajax
2951,A. Donatti,215162,30,Argentina,CB,73,73,20000,Club Tijuana
2952,M. Barrios,221306,26,Colombia,LM,73,74,9000,FC Dallas
2953,M. Oyola,170362,34,Ecuador,LW,73,73,0,
2954,G. Rodríguez,225659,22,Argentina,CM,73,77,38000,Club América
2955,K. Musona,194171,27,Zimbabwe,RM,73,73,17000,KV Oostende
2956,Tiago,203388,24,Brazil,LM,73,74,35000,Shimizu S-Pulse
2957,S. Sanogo,204156,28,Ivory Coast,CM,73,74,22000,BSC Young Boys
2958,M. Meza,216700,25,Argentina,LM,73,76,20000,Independiente
2959,W. Segrado,160124,29,Chile,LM,73,73,9000,CD O'Higgins
2960,Vítor Gomes,186748,29,Portugal,CDM,73,73,14000,CD Aves
2961,M. Maâzou,187004,28,Niger,RW,73,73,12000,RC Lens
2962,David Simão,192636,27,Portugal,CM,73,74,10000,Boavista FC
2963,V. Le Goff,193148,27,France,LB,73,74,8000,FC Lorient
2964,T. Foket,208509,22,Belgium,RB,73,79,19000,KAA Gent
2965,E. Pulgar,213629,23,Chile,CM,73,79,36000,Bologna
2966,H. Menosse,216701,30,Uruguay,CB,73,73,10000,Granada CF
2967,Assis,234621,26,Brazil,CDM,73,75,11000,SC Braga
2968,A. Roa,221310,24,Colombia,CAM,73,79,3000,Asociacion Deportivo Cali
2969,A. Jędrzejczyk,177790,29,Poland,RB,73,73,11000,Legia Warszawa
2970,J. Howson,183422,29,England,CDM,73,73,19000,Middlesbrough
2971,T. Šunjić,201343,28,Bosnia Herzegovina,CB,73,74,31000,Dinamo Moscow
2972,J. Arango,221311,26,Colombia,ST,73,74,3000,CD Once Caldas Manizales
2973,W. Faríñez,228736,19,Venezuela,GK,73,87,0,
2974,Varela,172672,32,Portugal,RM,73,73,17000,Kayserispor
2975,T. Reginiussen,177280,31,Norway,CB,73,73,8000,Rosenborg BK
2976,J. Mercier,191104,37,Argentina,CDM,73,73,14000,San Lorenzo de Almagro
2977,Ilori,205185,24,Portugal,CB,73,78,27000,Reading
2978,Benjamin Meseira,230529,33,Brazil,RB,73,73,17000,Santos Futebol Clube
2979,M. Suttner,169345,30,Austria,LWB,73,73,40000,Brighton & Hove Albion
2980,K. Nordfeldt,192129,28,Sweden,GK,73,75,45000,Swansea City
2981,J. Okore,204163,24,Denmark,CB,73,77,13000,Aalborg BK
2982,T. Hořava,181123,29,Czech Republic,CAM,73,73,0,
2983,J. Hansen,132740,32,Denmark,GK,73,73,20000,FC Midtjylland
